,Location Id,Easting,Northing
10867,L1075433,408100.0,845500.0
10868,L1075434,398100.0,857600.0
10869,L1075435,498500.0,419000.0
10870,L1075437,444600.0,133600.0
10871,L1075438,275300.0,576000.0
10872,L1075439,307900.0,520200.0
10873,L1075440,426700.0,276100.0
10874,L1075442,305100.0,576900.0
10875,L1075443,426300.0,364700.0
10876,L1075444,336100.0,361100.0
10877,L1075445,368800.0,363600.0
10878,L1075446,448500.0,488500.0
10879,L1075448,386200.0,265000.0
10880,L1075449,427900.0,114500.0
10881,L1075450,381400.0,258800.0
10882,L1075452,389100.0,131000.0
10883,L1075454,424900.0,121400.0
10884,L1075457,327200.0,268300.0
10885,L1075458,588600.0,228800.0
10886,L1075459,405800.0,234500.0
10887,L1075460,332500.0,121500.0
10888,L1075461,611700.0,250800.0
10889,L1075462,553900.0,132300.0
10890,L1075463,612300.0,142400.0
10891,L1075465,206912.0,73913.0
10892,L1075467,362300.0,323400.0
10893,L1075468,360300.0,517600.0
10894,L1075471,357300.0,518500.0
10895,L1075474,345100.0,819300.0
10896,L1075476,325400.0,307000.0
10897,L1075477,290400.0,124500.0
10898,L1075478,397500.0,829000.0
10899,L1075483,616400.0,229400.0
10900,L1075484,387100.0,789300.0
10901,L1075487,374100.0,802800.0
10902,L1075488,359800.0,677200.0
10903,L1075489,549400.0,156200.0
10904,L1075490,239300.0,556900.0
10905,L1075493,347100.0,726700.0
10906,L1075494,482900.0,443300.0
10907,L1075495,313900.0,124300.0
10908,L1075496,401000.0,323100.0
10909,L1075497,314500.0,764700.0
10910,L1075499,230700.0,554000.0
10911,L1075502,298000.0,99800.0
10912,L1075504,179300.0,40700.0
10913,L1075506,488700.0,344700.0
10914,L1075508,188900.0,56900.0
10915,L1075510,307600.0,570400.0
10916,L1075511,436000.0,196500.0
10917,L1075512,422500.0,480500.0
10918,L1075515,395100.0,113500.0
10919,L1075516,516007.0,251761.0
10920,L1075517,319000.0,107000.0
10921,L1075518,378900.0,379500.0
10922,L1075519,515100.0,235400.0
10923,L1075520,461600.0,444800.0
10924,L1075521,301500.0,123400.0
10925,L1075522,463500.0,141800.0
10926,L1075526,530400.0,363200.0
10927,L1075527,460900.0,158900.0
10928,L1075528,316800.0,95300.0
10929,L1075529,247300.0,602800.0
10930,L1075530,378500.0,442600.0
10931,L1075531,487300.0,109000.0
10932,L1075532,374300.0,440800.0
10933,L1075533,291200.0,97800.0
10934,L1075535,392200.0,124900.0
10935,L1075536,249200.0,690900.0
10936,L1075538,575800.0,172000.0
10937,L1075539,311100.0,381500.0
10938,L1075542,421700.0,140600.0
10939,L1075543,400600.0,393800.0
10940,L1075545,622400.0,239000.0
10941,L1075546,592300.0,121300.0
10942,L1075547,631700.0,256100.0
10943,L1075549,241100.0,619200.0
10944,L1075553,468600.0,180300.0
10945,L1075554,616200.0,265400.0
10946,L1075556,375300.0,226700.0
10947,L1075560,539800.0,165700.0
10948,L1075566,304500.0,93200.0
10949,L1075572,374500.0,641500.0
10950,L1075573,419200.0,120400.0
10951,L1075574,377900.0,333800.0
10952,L1075577,429100.0,122200.0
10953,L1075579,395000.0,396800.0
10954,L1075580,400800.0,158300.0
10955,L1075585,329900.0,95000.0
10956,L1075589,276000.0,575400.0
10957,L1075598,521900.0,412000.0
10958,L1075600,400300.0,110400.0
10959,L1075604,334500.0,347800.0
10960,L1075605,431300.0,170600.0
10961,L1075607,406000.0,310800.0
10962,L1075608,366000.0,319100.0
10963,L1075609,520600.0,275300.0
10964,L1075611,366700.0,320300.0
10965,L1075612,368800.0,620400.0
10966,L1075617,397300.0,286800.0
10967,L1075618,366100.0,620500.0
10968,L1075619,251000.0,641100.0
10969,L1075624,361800.0,643100.0
10970,L1075626,336900.0,746200.0
10971,L1075631,363300.0,650000.0
10972,L1075639,357000.0,277200.0
10973,L1075640,352700.0,269700.0
10974,L1075642,341900.0,284900.0
10975,L1075643,600600.0,297500.0
10976,L1075644,345900.0,316700.0
10977,L1075647,350400.0,341900.0
10978,L1075653,481100.0,478200.0
10979,L1075658,461500.0,157800.0
10980,L1075664,459300.0,459500.0
10981,L1075666,450100.0,451000.0
10982,L1075667,242200.0,636000.0
10983,L1075668,342100.0,152200.0
10984,L1075672,461000.0,124600.0
10985,L1075674,461000.0,124600.0
10986,L1075677,463500.0,121500.0
10987,L1075679,541600.0,363500.0
10988,L1075684,483000.0,117300.0
10989,L1075685,320800.0,470500.0
10990,L1075686,507300.0,231000.0
10991,L1075688,524700.0,301200.0
10992,L1075690,564500.0,311400.0
10993,L1075691,506400.0,230700.0
10994,L1075693,565700.0,209600.0
10995,L1075694,595500.0,332300.0
10996,L1075696,609000.0,335500.0
10997,L1075697,212500.0,65500.0
10998,L1075699,597400.0,311200.0
10999,L1075700,591800.0,329200.0
11000,L1075701,393900.0,403500.0
11001,L1075704,432100.0,202400.0
11002,L1075707,326000.0,371000.0
11003,L1075708,166000.0,619700.0
11004,L1075710,349700.0,356000.0
11005,L1075712,589100.0,309300.0
11006,L1075715,194300.0,54600.0
11007,L1075716,351400.0,548100.0
11008,L1075719,190000.0,71100.0
11009,L1075721,486800.0,386500.0
11010,L1075723,457100.0,362100.0
11011,L1075726,366500.0,93100.0
11012,L1075727,369500.0,563500.0
11013,L1075728,324000.0,184500.0
11014,L1075729,293700.0,842800.0
11015,L1075730,474100.0,176200.0
11016,L1075732,594800.0,269000.0
11017,L1075734,439000.0,398200.0
11018,L1075736,389900.0,459300.0
11019,L1075737,447700.0,150300.0
11020,L1075744,396500.0,349800.0
11021,L1075748,609200.0,251600.0
11022,L1075749,230400.0,101500.0
11023,L1075750,419800.0,119200.0
11024,L1075752,320200.0,365200.0
11025,L1075754,394100.0,326100.0
11026,L1075755,347500.0,678200.0
11027,L1075756,483500.0,126900.0
11028,L1075759,581100.0,335300.0
11029,L1075763,480800.0,400400.0
11030,L1075767,514400.0,157000.0
11031,L1075768,312900.0,751400.0
11032,L1075771,545300.0,231800.0
11033,L1075773,283300.0,749400.0
11034,L1075777,606600.0,253600.0
11035,L1075783,466200.0,230100.0
11036,L1075785,262600.0,793000.0
11037,L1075790,305400.0,826500.0
11038,L1075792,372400.0,430100.0
11039,L1075799,314000.0,724300.0
11040,L10758,524500.0,264000.0
11041,L1075800,224400.0,88600.0
11042,L1075802,435100.0,122800.0
11043,L1075803,599400.0,134500.0
11044,L1075805,229900.0,610200.0
11045,L1075806,532000.0,127000.0
11046,L1075808,473200.0,98800.0
11047,L1075809,490600.0,506100.0
11048,L1075812,459600.0,183700.0
11049,L1075813,201400.0,49100.0
11050,L1075816,318700.0,142900.0
11051,L1075817,461400.0,182600.0
11052,L1075818,303800.0,143100.0
11053,L1075819,532000.0,319500.0
11054,L1075823,485200.0,96700.0
11055,L1075824,388400.0,350700.0
11056,L1075826,360500.0,306000.0
11057,L1075829,289400.0,125900.0
11058,L1075830,391200.0,816800.0
11059,L1075831,354300.0,303400.0
11060,L1075839,393500.0,573400.0
11061,L1075857,531900.0,280700.0
11062,L1075869,371600.0,780800.0
11063,L1075878,379200.0,296500.0
11064,L1075884,546900.0,354900.0
11065,L1075888,648100.0,294200.0
11066,L1075890,340900.0,107900.0
11067,L1075896,612100.0,235100.0
11068,L1075897,177500.0,39400.0
11069,L1075899,164300.0,41600.0
11070,L1075901,391600.0,79800.0
11071,L1075904,392600.0,243500.0
11072,L1075910,308500.0,861500.0
11073,L1075913,364900.0,159000.0
11074,L1075918,381600.0,204500.0
11075,L1075922,282400.0,139800.0
11076,L1075925,551400.0,148300.0
11077,L1075931,392600.0,266600.0
11078,L1075936,336900.0,550100.0
11079,L1075938,432200.0,111500.0
11080,L1075939,409900.0,173400.0
11081,L1075941,524100.0,218100.0
11082,L1075944,236200.0,679500.0
11083,L1075947,413100.0,509400.0
11084,L1075950,466600.0,125600.0
11085,L1075953,626500.0,249500.0
11086,L1075954,556800.0,265800.0
11087,L1075957,363800.0,380300.0
11088,L1075959,360600.0,376300.0
11089,L1075962,487100.0,416100.0
11090,L1075963,306500.0,184700.0
11091,L1075967,291400.0,107800.0
11092,L1075968,436300.0,462800.0
11093,L1075971,277500.0,100300.0
11094,L1075973,298500.0,630100.0
11095,L1075978,309700.0,567400.0
11096,L1075979,544300.0,235200.0
11097,L1075980,534200.0,393500.0
11098,L1075981,349500.0,555500.0
11099,L1075983,460900.0,105100.0
11100,L1075987,420100.0,445300.0
11101,L1075988,431900.0,552200.0
11102,L1075992,309900.0,126700.0
11103,L1075997,335800.0,103000.0
11104,L1076002,518500.0,260500.0
11105,L1076005,645400.0,257400.0
11106,L1076007,597500.0,312100.0
11107,L1076009,404900.0,100300.0
11108,L1076014,380600.0,126400.0
11109,L1076017,502700.0,476600.0
11110,L1076019,376200.0,123100.0
11111,L1076022,76900.0,818800.0
11112,L1076023,503600.0,368700.0
11113,L1076026,404900.0,175800.0
11114,L1076034,449700.0,510200.0
11115,L1076037,342800.0,429600.0
11116,L1076040,521400.0,142200.0
11117,L1076041,417400.0,352300.0
11118,L1076042,370600.0,292900.0
11119,L1076043,432900.0,231100.0
11120,L1076044,406000.0,592200.0
11121,L1076045,625400.0,323000.0
11122,L1076047,381100.0,258700.0
11123,L1076050,385000.0,245000.0
11124,L1076051,634600.0,320800.0
11125,L1076053,627500.0,329800.0
11126,L1076054,251600.0,193300.0
11127,L1076056,447300.0,221200.0
11128,L1076057,486000.0,259300.0
11129,L1076060,463500.0,167500.0
11130,L1076064,461500.0,174800.0
11131,L1076067,483000.0,356500.0
11132,L1076075,245300.0,102400.0
11133,L1076077,442700.0,499500.0
11134,L1076079,429700.0,126700.0
11135,L1076083,616000.0,152200.0
11136,L1076085,594200.0,159000.0
11137,L1076088,572500.0,199900.0
11138,L1076089,450400.0,282000.0
11139,L1076092,377700.0,94200.0
11140,L1076093,446100.0,146200.0
11141,L1076098,530100.0,199500.0
11142,L1076099,250100.0,110800.0
11143,L1076100,430000.0,339800.0
11144,L1076105,422600.0,272300.0
11145,L1076106,298400.0,183500.0
11146,L1076108,547700.0,269800.0
11147,L1076118,388300.0,276700.0
11148,L1076119,366500.0,520400.0
11149,L1076122,531400.0,260800.0
11150,L1076125,568200.0,222700.0
11151,L1076129,394500.0,419200.0
11152,L1076130,484800.0,290800.0
11153,L1076131,242100.0,77700.0
11154,L1076132,497900.0,350800.0
11155,L1076133,404200.0,617000.0
11156,L1076134,481100.0,228000.0
11157,L1076135,576500.0,223500.0
11158,L1076136,528500.0,390300.0
11159,L1076140,522800.0,364700.0
11160,L1076142,416600.0,564100.0
11161,L1076143,237600.0,336100.0
11162,L1076146,594100.0,215200.0
11163,L1076147,402500.0,424500.0
11164,L1076148,573500.0,296500.0
11165,L1076149,250600.0,210800.0
11166,L1076150,441000.0,261400.0
11167,L1076151,150300.0,34400.0
11168,L1076154,320400.0,586000.0
11169,L1076155,410400.0,252100.0
11170,L1076158,261000.0,200600.0
11171,L1076160,213000.0,533600.0
11172,L1076161,420700.0,160500.0
11173,L1076162,599900.0,206200.0
11174,L1076165,413400.0,139700.0
11175,L1076166,358800.0,490000.0
11176,L1076168,370900.0,296200.0
11177,L1076170,478700.0,171300.0
11178,L1076172,353700.0,403200.0
11179,L1076173,466600.0,235200.0
11180,L1076174,290200.0,111000.0
11181,L1076175,430500.0,455500.0
11182,L1076176,404300.0,428300.0
11183,L1076178,485900.0,508600.0
11184,L1076179,330100.0,358600.0
11185,L1076182,368900.0,448500.0
11186,L1076184,619700.0,341900.0
11187,L1076191,414100.0,346200.0
11188,L1076194,304900.0,698000.0
11189,L1076195,485600.0,112100.0
11190,L1076197,332500.0,327200.0
11191,L1076200,354500.0,319800.0
11192,L1076202,330100.0,391300.0
11193,L1076203,310100.0,132100.0
11194,L1076204,411800.0,136000.0
11195,L1076206,366600.0,299200.0
11196,L1076209,596200.0,153000.0
11197,L1076212,182200.0,39500.0
11198,L1076214,425000.0,193300.0
11199,L1076216,173900.0,45600.0
11200,L1076219,193800.0,64800.0
11201,L1076221,467500.0,518500.0
11202,L1076222,184600.0,37700.0
11203,L1076226,469600.0,199300.0
11204,L1076227,374100.0,441100.0
11205,L1076229,373100.0,441400.0
11206,L1076230,478100.0,404700.0
11207,L1076231,357400.0,334800.0
11208,L1076232,481400.0,472000.0
11209,L1076234,348358.0,735805.0
11210,L1076237,469500.0,456800.0
11211,L1076238,510341.0,453193.0
11212,L1076239,233700.0,548700.0
11213,L1076241,453800.0,463500.0
11214,L1076242,426700.0,478900.0
11215,L1076243,586100.0,224900.0
11216,L1076244,438100.0,482600.0
11217,L1076246,520500.0,447500.0
11218,L1076247,264400.0,98900.0
11219,L1076248,344300.0,339400.0
11220,L1076249,424700.0,117500.0
11221,L1076250,586700.0,167300.0
11222,L1076251,582500.0,256600.0
11223,L1076252,521600.0,251100.0
11224,L1076253,565800.0,156800.0
11225,L1076254,587500.0,311300.0
11226,L1076255,475700.0,281500.0
11227,L1076256,317200.0,96400.0
11228,L1076257,463400.0,389300.0
11229,L1076258,520400.0,358700.0
11230,L1076260,485400.0,310900.0
11231,L1076261,590200.0,316900.0
11232,L1076263,485700.0,264600.0
11233,L1076264,613100.0,254500.0
11234,L1076265,387200.0,573600.0
11235,L1076268,364500.0,530100.0
11236,L1076269,571900.0,291200.0
11237,L1076271,373700.0,154400.0
11238,L1076272,464300.0,277700.0
11239,L1076274,471400.0,270000.0
11240,L1076275,280600.0,94400.0
11241,L1076276,327800.0,193400.0
11242,L1076277,471500.0,484700.0
11243,L1076282,253500.0,688500.0
11244,L1076283,475600.0,126900.0
11245,L1076284,368500.0,525700.0
11246,L1076285,462800.0,450200.0
11247,L1076287,376600.0,186700.0
11248,L1076288,264500.0,848400.0
11249,L1076291,549600.0,385900.0
11250,L1076295,552400.0,104400.0
11251,L1076300,490400.0,424600.0
11252,L1076301,447500.0,341200.0
11253,L1076302,527200.0,358400.0
11254,L1076303,279100.0,802600.0
11255,L1076308,420700.0,177600.0
11256,L1076315,367200.0,366000.0
11257,L1076318,496000.0,101300.0
11258,L1076319,422100.0,250900.0
11259,L1076321,483500.0,149200.0
11260,L1076323,299200.0,631500.0
11261,L1076325,236300.0,69500.0
11262,L1076326,382700.0,242700.0
11263,L1076327,413300.0,111100.0
11264,L1076328,411500.0,436500.0
11265,L1076329,451500.0,135500.0
11266,L1076330,501400.0,143200.0
11267,L1076331,395500.0,133100.0
11268,L1076332,389800.0,97500.0
11269,L1076336,353200.0,526900.0
11270,L1076337,471600.0,508400.0
11271,L1076339,352800.0,128900.0
11272,L1076340,554600.0,198600.0
11273,L1076341,248900.0,104500.0
11274,L1076342,385400.0,632600.0
11275,L1076344,563200.0,143300.0
11276,L1076345,579600.0,229900.0
11277,L1076346,305200.0,700500.0
11278,L1076347,430700.0,331800.0
11279,L1076348,388200.0,447500.0
11280,L1076350,389600.0,333200.0
11281,L1076352,434200.0,279600.0
11282,L1076353,480600.0,475300.0
11283,L1076355,454500.0,92500.0
11284,L1076357,423800.0,273600.0
11285,L1076358,319000.0,342300.0
11286,L1076360,602900.0,343000.0
11287,L1076362,487500.0,159800.0
11288,L1076363,356900.0,213400.0
11289,L1076365,411800.0,532300.0
11290,L1076366,344200.0,198200.0
11291,L1076368,502200.0,162100.0
11292,L1076369,581100.0,200000.0
11293,L1076371,386800.0,104800.0
11294,L1076372,461300.0,88900.0
11295,L1076374,308900.0,520700.0
11296,L1076375,325100.0,649100.0
11297,L1076377,321000.0,102200.0
11298,L1076379,491000.0,216400.0
11299,L1076380,406500.0,111400.0
11300,L1076381,585200.0,116200.0
11301,L1076382,570200.0,224500.0
11302,L1076383,274000.0,67200.0
11303,L1076386,524200.0,108000.0
11304,L1076387,344700.0,252800.0
11305,L1076388,412800.0,328200.0
11306,L1076389,331700.0,248600.0
11307,L1076391,154500.0,34000.0
11308,L1076392,344600.0,229700.0
11309,L1076394,589700.0,305000.0
11310,L1076397,580700.0,115500.0
11311,L1076402,450600.0,167000.0
11312,L1076403,570500.0,213700.0
11313,L1076404,519000.0,392800.0
11314,L1076406,420600.0,448300.0
11315,L1076411,320900.0,543000.0
11316,L1076413,340900.0,553900.0
11317,L1076414,465500.0,447800.0
11318,L1076415,285100.0,51800.0
11319,L1076416,309600.0,183300.0
11320,L1076418,501000.0,266300.0
11321,L1076420,277400.0,699500.0
11322,L1076422,423900.0,556600.0
11323,L1076425,206400.0,80700.0
11324,L1076426,351600.0,410500.0
11325,L1076429,564100.0,166000.0
11326,L1076430,500800.0,445600.0
11327,L1076431,473600.0,360000.0
11328,L1076433,440900.0,338600.0
11329,L1076435,593300.0,145300.0
11330,L1076438,432200.0,324800.0
11331,L1076439,388700.0,311700.0
11332,L1076444,528400.0,347300.0
11333,L1076447,526100.0,281400.0
11334,L1076448,437400.0,543100.0
11335,L1076449,484800.0,100700.0
11336,L1076451,264200.0,275400.0
11337,L1076453,231000.0,125100.0
11338,L1076454,498400.0,396200.0
11339,L1076459,500000.0,389200.0
11340,L1076466,490000.0,368800.0
11341,L1076467,308800.0,170600.0
11342,L1076469,438100.0,381100.0
11343,L1076470,320500.0,730800.0
11344,L1076471,418200.0,388800.0
11345,L1076472,309600.0,114100.0
11346,L1076475,631800.0,301800.0
11347,L1076479,603500.0,264000.0
11348,L1076480,643900.0,310200.0
11349,L1076482,471400.0,135400.0
11350,L1076485,429300.0,337900.0
11351,L1076486,439200.0,344900.0
11352,L1076487,373900.0,441100.0
11353,L1076489,378500.0,225500.0
11354,L1076490,374500.0,95300.0
11355,L1076492,482300.0,157100.0
11356,L1076493,252300.0,135300.0
11357,L1076495,318300.0,637900.0
11358,L1076496,283100.0,90800.0
11359,L1076497,514100.0,437100.0
11360,L1076501,275200.0,698600.0
11361,L1076502,331700.0,339700.0
11362,L1076505,330800.0,405600.0
11363,L1076506,377400.0,394900.0
11364,L1076508,332200.0,403300.0
11365,L1076510,499900.0,232000.0
11366,L1076511,342200.0,415800.0
11367,L1076512,349600.0,485100.0
11368,L1076518,354100.0,302700.0
11369,L1076519,460200.0,281900.0
11370,L1076521,319300.0,336000.0
11371,L1076529,555700.0,196800.0
11372,L1076530,496400.0,490100.0
11373,L1076531,554200.0,200700.0
11374,L1076533,441500.0,355500.0
11375,L1076537,412800.0,167900.0
11376,L1076540,595600.0,157400.0
11377,L1076542,355300.0,302700.0
11378,L1076543,346000.0,187600.0
11379,L1076544,246000.0,369400.0
11380,L1076546,475200.0,273700.0
11381,L1076555,408800.0,209500.0
11382,L1076558,404700.0,283400.0
11383,L1076560,484100.0,196100.0
11384,L1076561,390400.0,220800.0
11385,L1076562,493700.0,430500.0
11386,L1076563,540900.0,214000.0
11387,L1076568,402100.0,385400.0
11388,L1076569,336300.0,1013400.0
11389,L1076570,352400.0,747200.0
11390,L1076571,280700.0,381200.0
11391,L1076574,389300.0,155600.0
11392,L1076575,524100.0,364700.0
11393,L1076576,325300.0,208800.0
11394,L1076578,443700.0,432300.0
11395,L1076579,408200.0,620300.0
11396,L1076580,473900.0,114000.0
11397,L1076581,327900.0,865000.0
11398,L1076582,613200.0,269800.0
11399,L1076583,439600.0,194500.0
11400,L1076586,482400.0,505700.0
11401,L1076589,404200.0,125200.0
11402,L1076591,530000.0,289800.0
11403,L1076592,394400.0,117600.0
11404,L1076593,477400.0,180100.0
11405,L1076595,409200.0,123500.0
11406,L1076596,219300.0,215600.0
11407,L1076597,446800.0,148400.0
11408,L1076599,469400.0,162600.0
11409,L1076600,411200.0,159400.0
11410,L1076604,386800.0,662600.0
11411,L1076606,483500.0,223100.0
11412,L1076608,361500.0,234700.0
11413,L1076610,323100.0,364300.0
11414,L1076611,349000.0,418400.0
11415,L1076612,321600.0,185200.0
11416,L1076614,463500.0,160100.0
11417,L1076616,466500.0,244500.0
11418,L1076618,318100.0,693000.0
11419,L1076622,399500.0,558100.0
11420,L1076623,277700.0,706200.0
11421,L1076624,440500.0,289900.0
11422,L1076626,435862.0,486155.0
11423,L1076627,404800.0,563100.0
11424,L1076629,358400.0,146200.0
11425,L1076631,393600.0,575500.0
11426,L1076633,626900.0,303300.0
11427,L1076639,462800.0,212500.0
11428,L1076641,234000.0,803300.0
11429,L1076642,468900.0,428600.0
11430,L1076644,380500.0,100100.0
11431,L1076645,337300.0,723700.0
11432,L1076646,534500.0,131700.0
11433,L1076647,367100.0,301900.0
11434,L1076650,448900.0,373600.0
11435,L1076652,390800.0,220500.0
11436,L1076654,292708.0,758163.0
11437,L1076656,559000.0,198400.0
11438,L1076657,389100.0,176700.0
11439,L1076658,620400.0,342200.0
11440,L1076660,502600.0,321000.0
11441,L1076661,534400.0,225000.0
11442,L1076662,222800.0,246000.0
11443,L1076663,570200.0,207200.0
11444,L1076664,358800.0,249400.0
11445,L1076665,470800.0,354800.0
11446,L1076667,430100.0,152700.0
11447,L1076672,359400.0,142800.0
11448,L1076675,496500.0,150900.0
11449,L1076677,572200.0,114800.0
11450,L1076679,519400.0,265600.0
11451,L1076680,350900.0,217000.0
11452,L1076682,344400.0,135400.0
11453,L1076683,462800.0,138700.0
11454,L1076684,581600.0,193700.0
11455,L1076685,424100.0,458300.0
11456,L1076686,411000.0,230200.0
11457,L1076688,409200.0,419400.0
11458,L1076689,363900.0,93500.0
11459,L1076690,641600.0,286200.0
11460,L1076691,379400.0,643500.0
11461,L1076692,316000.0,126400.0
11462,L1076694,417200.0,506200.0
11463,L1076695,584200.0,219000.0
11464,L1076697,478400.0,266500.0
11465,L1076698,291300.0,66800.0
11466,L1076700,426900.0,579000.0
11467,L1076702,247900.0,123500.0
11468,L1076703,621200.0,153200.0
11469,L1076704,200200.0,634900.0
11470,L1076705,460700.0,141800.0
11471,L1076706,386500.0,654400.0
11472,L1076707,576700.0,196800.0
11473,L1076708,361400.0,619900.0
11474,L1076709,582600.0,240600.0
11475,L1076711,334000.0,436900.0
11476,L1076713,547600.0,135100.0
11477,L1076714,163600.0,39000.0
11478,L1076717,380000.0,808100.0
11479,L1076718,342100.0,314500.0
11480,L1076719,357000.0,332000.0
11481,L1076721,367300.0,638500.0
11482,L1076722,430500.0,417500.0
11483,L1076723,393900.0,445900.0
11484,L1076725,161000.0,29000.0
11485,L1076727,623000.0,137100.0
11486,L1076729,573900.0,200000.0
11487,L1076730,524900.0,115000.0
11488,L1076731,514900.0,113100.0
11489,L1076732,488000.0,322800.0
11490,L1076733,438200.0,279700.0
11491,L1076734,459600.0,393500.0
11492,L1076735,455500.0,170400.0
11493,L1076736,283600.0,59800.0
11494,L1076737,360700.0,422600.0
11495,L1076738,410800.0,431700.0
11496,L1076739,375100.0,180000.0
11497,L1076740,598500.0,201500.0
11498,L1076742,560700.0,197300.0
11499,L1076743,468200.0,346900.0
11500,L1076744,447000.0,197400.0
11501,L1076745,410300.0,500600.0
11502,L1076746,323300.0,199300.0
11503,L1076747,435600.0,347200.0
11504,L1076748,399600.0,103700.0
11505,L1076749,321600.0,309000.0
11506,L1076750,523600.0,277800.0
11507,L1076751,530800.0,255600.0
11508,L1076752,554100.0,173700.0
11509,L1076753,586200.0,113500.0
11510,L1076755,571800.0,291000.0
11511,L1076757,513600.0,366900.0
11512,L1076758,278300.0,547100.0
11513,L1076760,480200.0,418300.0
11514,L1076761,253900.0,689300.0
11515,L1076762,328000.0,92100.0
11516,L1076763,404000.0,227000.0
11517,L1076767,521800.0,358300.0
11518,L1076768,384100.0,292200.0
11519,L1076769,356200.0,681800.0
11520,L1076770,369700.0,661000.0
11521,L1076772,448900.0,433300.0
11522,L1076774,418500.0,459000.0
11523,L1076775,525600.0,430000.0
11524,L1076776,341000.0,659300.0
11525,L1076777,216200.0,237800.0
11526,L1076778,425100.0,189400.0
11527,L1076780,477000.0,515500.0
11528,L1076781,317000.0,641700.0
11529,L1076783,566700.0,192000.0
11530,L1076784,315100.0,484600.0
11531,L1076785,343800.0,392100.0
11532,L1076786,570200.0,153300.0
11533,L1076788,584000.0,140400.0
11534,L1076789,321000.0,305800.0
11535,L1076790,431500.0,471500.0
11536,L1076791,501700.0,192300.0
11537,L1076792,497000.0,470800.0
11538,L1076794,510500.0,422600.0
11539,L1076796,204100.0,215000.0
11540,L1076797,539500.0,249500.0
11541,L1076798,331800.0,366900.0
11542,L1076800,242100.0,119600.0
11543,L1076801,495700.0,265200.0
11544,L1076803,357600.0,155300.0
11545,L1076804,394900.0,266000.0
11546,L1076805,580500.0,151600.0
11547,L1076807,211700.0,82200.0
11548,L1076808,342600.0,759200.0
11549,L1076809,647900.0,300300.0
11550,L1076810,620600.0,246500.0
11551,L1076811,258500.0,106100.0
11552,L1076814,362900.0,408800.0
11553,L1076816,533700.0,349500.0
11554,L1076817,533500.0,244000.0
11555,L1076819,444200.0,372500.0
11556,L1076820,354400.0,651800.0
11557,L1076821,218200.0,883800.0
11558,L1076823,375000.0,359500.0
11559,L1076824,463500.0,185500.0
11560,L1076825,404500.0,298500.0
11561,L1076826,485000.0,254900.0
11562,L1076828,243000.0,98900.0
11563,L1076829,356500.0,98500.0
11564,L1076834,384500.0,283500.0
11565,L1076835,425800.0,143700.0
11566,L1076837,361800.0,276100.0
11567,L1076838,411500.0,490500.0
11568,L1076839,367600.0,264200.0
11569,L1076840,555500.0,278100.0
11570,L1076841,375700.0,159700.0
11571,L1076843,509500.0,409600.0
11572,L1076847,432700.0,438300.0
11573,L1076848,541700.0,157900.0
11574,L1076851,479000.0,444000.0
11575,L1076853,424500.0,330800.0
11576,L1076854,426600.0,418900.0
11577,L1076855,430600.0,587000.0
11578,L1076856,528000.0,183400.0
11579,L1076857,623900.0,242000.0
11580,L1076859,520700.0,126700.0
11581,L1076861,489900.0,127900.0
11582,L1076862,431100.0,349200.0
11583,L1076863,345700.0,1009700.0
11584,L1076864,628400.0,149500.0
11585,L1076865,425100.0,332100.0
11586,L1076868,352500.0,840500.0
11587,L1076869,466700.0,238200.0
11588,L1076870,420000.0,419400.0
11589,L1076872,618700.0,342700.0
11590,L1076875,329200.0,638400.0
11591,L1076876,638000.0,297500.0
11592,L1076878,382200.0,169100.0
11593,L1076879,326700.0,370000.0
11594,L1076880,374800.0,184100.0
11595,L1076882,380300.0,356800.0
11596,L1076883,312600.0,201800.0
11597,L1076884,399800.0,124500.0
11598,L1076886,243300.0,368000.0
11599,L1076889,395300.0,853000.0
11600,L1076890,383900.0,269200.0
11601,L1076892,311800.0,743200.0
11602,L1076894,346100.0,195600.0
11603,L1076896,410700.0,433100.0
11604,L1076897,548400.0,201700.0
11605,L1076898,390100.0,357700.0
11606,L1076899,314000.0,307800.0
11607,L1076904,512000.0,460600.0
11608,L1076905,585000.0,197100.0
11609,L1076906,364700.0,107300.0
11610,L1076908,386200.0,357800.0
11611,L1076909,346300.0,121200.0
11612,L1076910,563900.0,274300.0
11613,L1076914,435500.0,368200.0
11614,L1076915,407500.0,192300.0
11615,L1076916,438300.0,408300.0
11616,L1076922,501400.0,226400.0
11617,L1076923,374000.0,93800.0
11618,L1076924,340200.0,116900.0
11619,L1076925,348900.0,702900.0
11620,L1076930,438200.0,137600.0
11621,L1076931,592800.0,144200.0
11622,L1076934,413300.0,520500.0
11623,L1076935,229200.0,339400.0
11624,L1076936,506300.0,150000.0
11625,L1076937,256200.0,593300.0
11626,L1076939,420300.0,127200.0
11627,L1076940,418900.0,441500.0
11628,L1076942,296100.0,230600.0
11629,L1076944,287000.0,565900.0
11630,L1076948,584300.0,168300.0
11631,L1076950,387800.0,406500.0
11632,L1076951,346900.0,264000.0
11633,L1076954,307500.0,525200.0
11634,L1076958,334400.0,98900.0
11635,L1076962,440100.0,326000.0
11636,L1076971,393500.0,235600.0
11637,L1076972,364000.0,764900.0
11638,L1076974,519500.0,301500.0
11639,L1076976,565500.0,153400.0
11640,L1076978,484400.0,103500.0
11641,L1076979,470800.0,187400.0
11642,L1076980,337300.0,442500.0
