Bird ID,Lab ID,Species Name,Final Result,Virus Isolated,Date Received,COUNTY,COUNTRY,speciesName,birdFamily,Order,originalReportedOSRef,originalOSEasting,originalOSNorthing,Case Ref Number,Index Bird,Case Ref Name,Town,District,County,Country,Species,Test date,Date PHE informed,High Path,Postcode,Comment,date,easting,northing,latitude,longitude,osGridRef
AVA-21-051059,AV001985-21,UNSPECIFIED_BIRD,Negative,NA,2021-10-07T00:00:00Z,ABERDEENSHIRE,SCOTLAND,UNSPECIFIED_BIRD,unspecified,Unknown,NK1348642326,413486,842326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051060,AV001985-21,UNSPECIFIED_BIRD,Negative,NA,2021-10-07T00:00:00Z,ABERDEENSHIRE,SCOTLAND,UNSPECIFIED_BIRD,unspecified,Unknown,NK1348642326,413486,842326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051100,AV001988-21,MUTE_SWAN,Negative,NA,2021-10-07T00:00:00Z,GLOUCESTERSHIRE,ENGLAND,MUTE_SWAN,ducks/geese/swans,Anseriformes,SO7221804778,372218,204778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051393,AV002004-21,SPARROW_HAWK,Negative,NA,2021-10-06T00:00:00Z,ROSS & CROMARTY,SCOTLAND,SPARROW_HAWK,kites/hawks/eagles,Accipitriformes,NH6443173630,264431,873630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051396,AV002005-21,COMMON_BUZZARD,Negative,NA,2021-10-08T00:00:00Z,PERTH,SCOTLAND,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,NN5019927583,250199,727583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051452,AV002010-21,GREYLAG_GOOSE,Negative,NA,2021-10-11T00:00:00Z,GLOUCESTERSHIRE,ENGLAND,GREYLAG_GOOSE,ducks/geese/swans,Anseriformes,SO7221804778,372218,204778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051455,AV002011-21,MALLARD_DUCK,Negative,NA,2021-10-11T00:00:00Z,LANCASHIRE,ENGLAND,MALLARD_DUCK,ducks/geese/swans,Anseriformes,SD4287114356,342871,414356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051821,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051822,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051823,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051824,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051825,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051826,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051827,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Positive,NA,2021-10-09T00:00:00Z,NA,NA,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051828,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051829,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051830,AV002022-21,ZZC_GUILLEMOT_UNSPECIFIED,Negative,NA,2021-10-09T00:00:00Z,ABERDEENSHIRE,SCOTLAND,ZZC_GUILLEMOT_UNSPECIFIED,auks,Charadriiformes,NK1384845679,413848,845679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051851,AV002024-21,ZZC_BUZZARD_UNSPECIFIED,Negative,NA,2021-10-13T00:00:00Z,NA,NA,ZZC_BUZZARD_UNSPECIFIED,kites/hawks/eagles,Accipitriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051854,AV002025-21,ZZC_BUZZARD_UNSPECIFIED,Negative,NA,2021-10-06T00:00:00Z,NA,NA,ZZC_BUZZARD_UNSPECIFIED,kites/hawks/eagles,Accipitriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051857,AV002026-21,MERLIN,Negative,NA,2021-10-06T00:00:00Z,NA,NA,MERLIN,falcons,Falconiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-051864,AV002029-21,ZZC_GULL_UNSPECIFIED,Positive,NA,2021-10-09T00:00:00Z,NA,NA,ZZC_GULL_UNSPECIFIED,gulls/terns,Charadriiformes,NK0419028689,404190,828689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052218,AV002034-21,MALLARD_DUCK,Negative,NA,2021-10-14T00:00:00Z,GREATER LONDON,ENGLAND,MALLARD_DUCK,ducks/geese/swans,Anseriformes,TQ2260576837,522605,176837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052317,AV002053-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG358329,635800,332900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052318,AV002053-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG358329,635800,332900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052319,AV002053-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG358329,635800,332900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052320,AV002053-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG358329,635800,332900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052321,AV002049-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG314367,631400,336700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052322,AV002049-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG314367,631400,336700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052323,AV002049-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG314367,631400,336700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052324,AV002049-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG314367,631400,336700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052325,AV002048-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG430274,643000,327400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052326,AV002048-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG430274,643000,327400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052327,AV002048-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG430274,643000,327400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052328,AV002048-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TG430274,643000,327400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052329,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052330,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052331,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052332,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052333,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052334,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052335,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052336,AV002050-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052337,AV002050-21,GUILLEMOT,Not performed,NA,2021-10-17T00:00:00Z,NA,NA,GUILLEMOT,auks,Charadriiformes,TF882456,588200,345600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052338,AV002052-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF844443,584400,344300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052339,AV002052-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF844443,584400,344300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052340,AV002052-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF844443,584400,344300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052341,AV002052-21,GUILLEMOT,Negative,NA,2021-10-18T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF844443,584400,344300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052342,AV002051-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF663373,566300,337300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052343,AV002051-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF663373,566300,337300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-052344,AV002051-21,GUILLEMOT,Negative,NA,2021-10-17T00:00:00Z,NORFOLK,ENGLAND,GUILLEMOT,auks,Charadriiformes,TF663373,566300,337300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
