Bird ID,Lab ID,Species Name,Final Result,Virus Isolated,Date Received,COUNTY,COUNTRY,speciesName,birdFamily,Order,originalReportedOSRef,originalOSEasting,originalOSNorthing,Case Ref Number,Index Bird,Case Ref Name,Town,District,County,Country,Species,Test date,Date PHE informed,High Path,Postcode,Comment,date,easting,northing,latitude,longitude,osGridRef
AVA-21-076758,AV000025-22,COMMON_BUZZARD,Positive,H5N1,2021-12-31T00:00:00Z,Cambridgeshire,England,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,TL129617,512900,261700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-076759,AV000019-22,CANADA_GOOSE,Positive,H5N1,2021-12-31T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6560866269,365608,366269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-076760,AV000019-22,CANADA_GOOSE,Positive,H5N1,2021-12-31T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6560866269,365608,366269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-076761,AV000018-22,GOSHAWK,Positive,H5N1,2021-12-31T00:00:00Z,Greater Manchester,England,GOSHAWK,kites/hawks/eagles,Accipitriformes,SJ9786191708,397861,391708,WB29,N,Stockport,Stockport,Stockport Metropolitan Borough Council,Greater Manchester,England,Goshawk,2022-01-06T00:00:00Z,NA,Yes,SK6 5RX,NA,2021-12-31,397861,391708,53.422165,-2.0336526,SJ9786191708
AVA-21-076762,AV000017-22,CANADA_GOOSE,Positive,H5N1,2021-12-31T00:00:00Z,Merseyside,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ3107089001,331070,389001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-21-076763,AV000020-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Merseyside,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SJ3107089001,331070,389001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000354,AV000016-22,CANADA_GOOSE,Positive,H5N1,2021-12-31T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6496551005,364965,351005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000355,AV000016-22,CANADA_GOOSE,Positive,H5N1,2021-12-31T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6496551005,364965,351005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000358,AV000026-22,MALLARD_DUCK,Negative,NA,2022-01-03T00:00:00Z,NA,NA,MALLARD_DUCK,ducks/geese/swans,Anseriformes,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000359,AV000027-22,ZZC_BUZZARD_UNSPECIFIED,Positive,H5N1,2021-12-31T00:00:00Z,West Yorkshire,England,ZZC_BUZZARD_UNSPECIFIED,kites/hawks/eagles,Accipitriformes,SE1801644904,418016,444904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000360,AV000021-22,PHEASANT,Negative,NA,2021-12-31T00:00:00Z,SOMERSET,ENGLAND,PHEASANT,pheasants/partridges,Galliformes,ST0107325702,301073,125702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000361,AV000015-22,HERRING_GULL,Negative,NA,2021-12-31T00:00:00Z,MERSEYSIDE,ENGLAND,HERRING_GULL,gulls/terns,Charadriiformes,SJ3423798967,334237,398967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000362,AV000030-22,MUTE_SWAN,Positive,H5N1,2022-01-01T00:00:00Z,Nottinghamshire ,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SK6916275789,469162,375789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000363,AV000029-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,East Riding of Yorkshire,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,TA0540941596,505409,441596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000364,AV000009-22,COOT,Negative,NA,2022-01-02T00:00:00Z,WEST MIDLANDS,ENGLAND,COOT,rails/crakes/coots,Gruiformes,SP0205699037,402056,299037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000365,AV000022-22,GREYLAG_GOOSE,Negative,NA,2021-12-31T00:00:00Z,LEICESTERSHIRE,ENGLAND,GREYLAG_GOOSE,ducks/geese/swans,Anseriformes,SK551037,455100,303700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000366,AV000023-22,MUTE_SWAN,Negative,NA,2021-12-31T00:00:00Z,LEICESTERSHIRE,ENGLAND,MUTE_SWAN,ducks/geese/swans,Anseriformes,SK533042,453300,304200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000367,AV000024-22,BLACK-HEADED_GULL,Negative,NA,2021-12-31T00:00:00Z,NORTHAMPTONSHIRE,ENGLAND,BLACK-HEADED_GULL,gulls/terns,Charadriiformes,SP750565,475000,256500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000368,AV000014-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000369,AV000014-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000370,AV000014-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000371,AV000014-22,CANADA_GOOSE,Positive,NA,2022-01-02T00:00:00Z,NA,NA,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000372,AV000014-22,CANADA_GOOSE,Positive,NA,2022-01-02T00:00:00Z,NA,NA,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000373,AV000014-22,CANADA_GOOSE,Positive,NA,2022-01-02T00:00:00Z,NA,NA,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000374,AV000014-22,CANADA_GOOSE,Positive,NA,2022-01-02T00:00:00Z,NA,NA,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9033999182,390339,299182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000375,AV000031-22,ZZC_GOOSE_UNSPECIFIED,Positive,H5N1,2022-01-04T00:00:00Z,Cumbria,England,ZZC_GOOSE_UNSPECIFIED,ducks/geese/swans,Anseriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000376,AV000008-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0205699037,402056,299037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000377,AV000008-22,CANADA_GOOSE,Negative,NA,2022-01-02T00:00:00Z,WEST MIDLANDS,ENGLAND,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0205699037,402056,299037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000378,AV000008-22,CANADA_GOOSE,Negative,NA,2022-01-02T00:00:00Z,WEST MIDLANDS,ENGLAND,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0205699037,402056,299037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000379,AV000011-22,MUTE_SWAN,Negative,NA,2022-01-02T00:00:00Z,WORCESTERSHIRE,ENGLAND,MUTE_SWAN,ducks/geese/swans,Anseriformes,SP0574267320,405742,267320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000380,AV000012-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9602692095,396026,292095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000381,AV000012-22,CANADA_GOOSE,Positive,H5Nx,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9602692095,396026,292095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000382,AV000012-22,CANADA_GOOSE,Negative,NA,2022-01-02T00:00:00Z,WEST MIDLANDS,ENGLAND,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SO9602692095,396026,292095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000383,AV000047-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Northumberland,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ2871238836,428712,538836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000384,AV000047-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Northumberland,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ2871238836,428712,538836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000385,AV000013-22,CANADA_GOOSE,Positive,H5N1,2022-01-02T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0661983879,406619,283879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000386,AV000048-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Tyne and Wear,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ3384865506,433848,565506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000387,AV000048-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Tyne and Wear,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ3384865506,433848,565506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000388,AV000048-22,MUTE_SWAN,Positive,NA,2021-12-31T00:00:00Z,NA,NA,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ3384865506,433848,565506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000389,AV000049-22,MUTE_SWAN,Negative,NA,2021-12-31T00:00:00Z,TYNE & WEAR,ENGLAND,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ2760170801,427601,570801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000390,AV000049-22,MUTE_SWAN,Positive,H5N1,2021-12-31T00:00:00Z,Tyne and Wear,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,NZ2760170801,427601,570801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000391,AV000055-22,CORMORANT,Negative,NA,2022-01-04T00:00:00Z,CHESHIRE,ENGLAND,CORMORANT,cormorants/shags,Suliformes,SJ6419670055,364196,370055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000536,AV000032-22,TEAL,Negative,NA,2022-01-05T00:00:00Z,NORFOLK,ENGLAND,TEAL,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000537,AV000032-22,GREYLAG_GOOSE,Positive,H5N1,2022-01-05T00:00:00Z,Norfolk,England,GREYLAG_GOOSE,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000538,AV000032-22,GREYLAG_GOOSE,Positive,NA,2022-01-05T00:00:00Z,NA,NA,GREYLAG_GOOSE,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000539,AV000032-22,GREYLAG_GOOSE,Positive,NA,2022-01-05T00:00:00Z,NA,NA,GREYLAG_GOOSE,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000540,AV000032-22,WHOOPER_SWAN,Negative,NA,2022-01-05T00:00:00Z,NORFOLK,ENGLAND,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000541,AV000032-22,WHOOPER_SWAN,Positive,H5N1,2022-01-05T00:00:00Z,Norfolk,England,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000542,AV000032-22,WHOOPER_SWAN,Positive,H5N1,2022-01-05T00:00:00Z,Norfolk,England,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000543,AV000032-22,BEWICK_SWAN,Positive,NA,2022-01-05T00:00:00Z,NA,NA,BEWICK_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000544,AV000032-22,BEWICK_SWAN,Negative,NA,2022-01-05T00:00:00Z,NORFOLK,ENGLAND,BEWICK_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000545,AV000032-22,WHOOPER_SWAN,Positive,NA,2022-01-05T00:00:00Z,NA,NA,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,TL5462894443,554628,294443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000734,AV000035-22,MALLARD_DUCK,Negative,NA,2022-01-05T00:00:00Z,DYFED,WALES,MALLARD_DUCK,ducks/geese/swans,Anseriformes,SS5326898269,253268,198269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000737,AV000036-22,MOORHEN,Negative,NA,2022-01-05T00:00:00Z,WEST SUSSEX,ENGLAND,MOORHEN,rails/crakes/coots,Gruiformes,TQ0247508490,502475,108490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000740,AV000056-22,MUTE_SWAN,Positive,H5N1,2022-01-04T00:00:00Z,Shropshire,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SJ4433023714,344330,323714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000741,AV000057-22,MUTE_SWAN,Positive,H5N1,2022-01-04T00:00:00Z,Shropshire,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SJ4433023714,344330,323714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000784,AV000046-22,SPARROW_HAWK,Negative,NA,2022-01-05T00:00:00Z,GWYNEDD,WALES,SPARROW_HAWK,kites/hawks/eagles,Accipitriformes,SH613721,261300,372100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000785,AV000050-22,ZZC_GOOSE_UNSPECIFIED,Negative,NA,2022-01-04T00:00:00Z,WEST YORKSHIRE,ENGLAND,ZZC_GOOSE_UNSPECIFIED,ducks/geese/swans,Anseriformes,SE3900744948,439007,444948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000786,AV000050-22,ZZC_GOOSE_UNSPECIFIED,Not performed,NA,2022-01-04T00:00:00Z,NA,NA,ZZC_GOOSE_UNSPECIFIED,ducks/geese/swans,Anseriformes,SE3900744948,439007,444948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000787,AV000050-22,ZZC_GOOSE_UNSPECIFIED,Negative,NA,2022-01-04T00:00:00Z,WEST YORKSHIRE,ENGLAND,ZZC_GOOSE_UNSPECIFIED,ducks/geese/swans,Anseriformes,SE3900744948,439007,444948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-000916,AV000044-22,HERRING_GULL,Negative,NA,2022-01-05T00:00:00Z,BERKSHIRE,ENGLAND,HERRING_GULL,gulls/terns,Charadriiformes,SU7191870226,471918,170226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001138,AV000054-22,CANADA_GOOSE,Positive,H5N1,2022-01-05T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6606165848,366061,365848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001139,AV000054-22,CANADA_GOOSE,Positive,H5N1,2022-01-05T00:00:00Z,Cheshire,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ6606165848,366061,365848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001140,AV000053-22,MUTE_SWAN,Positive,H5N1,2022-01-05T00:00:00Z,Cheshire,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SJ6606165848,366061,365848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001141,AV000053-22,MUTE_SWAN,Positive,H5N1,2022-01-05T00:00:00Z,Cheshire,England,MUTE_SWAN,ducks/geese/swans,Anseriformes,SJ6606165848,366061,365848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001214,AV000052-22,CANADA_GOOSE,Positive,H5N1,2022-01-05T00:00:00Z,Merseyside,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ3125789314,331257,389314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001215,AV000052-22,CANADA_GOOSE,Negative,NA,2022-01-05T00:00:00Z,MERSEYSIDE,ENGLAND,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SJ3125789314,331257,389314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001217,AV000051-22,COMMON_BUZZARD,Positive,H5N1,2022-01-05T00:00:00Z,Cheshire,England,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,SJ4968475667,349684,375667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001511,AV000069-22,MALLARD_DUCK,Negative,NA,2022-01-06T00:00:00Z,GREATER LONDON,ENGLAND,MALLARD_DUCK,ducks/geese/swans,Anseriformes,TQ2260576837,522605,176837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001514,AV000079-22,BLACK-HEADED_GULL,Negative,NA,2022-01-06T00:00:00Z,DERBYSHIRE,ENGLAND,BLACK-HEADED_GULL,gulls/terns,Charadriiformes,SK464318,446400,331800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001515,AV000078-22,COMMON_BUZZARD,Positive,NA,2022-01-06T00:00:00Z,NA,NA,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,SK296171,429600,317100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001516,AV000071-22,WHOOPER_SWAN,Negative,NA,2022-01-06T00:00:00Z,LANCASHIRE,ENGLAND,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,SD4287114356,342871,414356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001519,AV000071-22,WHOOPER_SWAN,Negative,NA,2022-01-06T00:00:00Z,LANCASHIRE,ENGLAND,WHOOPER_SWAN,ducks/geese/swans,Anseriformes,SD4287114356,342871,414356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001522,AV000076-22,COMMON_BUZZARD,Negative,NA,2022-01-06T00:00:00Z,WEST SUSSEX,ENGLAND,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,SU9472331947,494723,131947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-001523,AV000077-22,KESTREL,Negative,NA,2022-01-06T00:00:00Z,ISLE OF WIGHT,ENGLAND,KESTREL,falcons,Falconiformes,SZ2755277983,427552,77983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002158,AV000094-22,CANADA_GOOSE,Positive,H5N1,2022-01-06T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP336794,433600,279400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002159,AV000094-22,CANADA_GOOSE,Positive,H5N1,2022-01-06T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP336794,433600,279400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002160,AV000094-22,CANADA_GOOSE,Positive,NA,2022-01-06T00:00:00Z,NA,NA,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP336794,433600,279400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002161,AV000092-22,COMMON_BUZZARD,Positive,H5N1,2022-01-06T00:00:00Z,Shropshire,England,COMMON_BUZZARD,kites/hawks/eagles,Accipitriformes,SJ436335,343600,333500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002163,AV000093-22,MUTE_SWAN,Negative,NA,2022-01-07T00:00:00Z,GWENT,WALES,MUTE_SWAN,ducks/geese/swans,Anseriformes,SO3259609160,332596,209160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002195,AV000136-22,MUTE_SWAN,Negative,NA,2022-01-07T00:00:00Z,SOUTH YORKSHIRE,ENGLAND,MUTE_SWAN,ducks/geese/swans,Anseriformes,SK6629793988,466297,393988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002196,NA,ZZC_GOOSE_UNSPECIFIED,Not performed,NA,2022-01-07T00:00:00Z,NA,NA,ZZC_GOOSE_UNSPECIFIED,ducks/geese/swans,Anseriformes,6629793988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002197,AV000135-22,HERRING_GULL,Negative,NA,2022-01-07T00:00:00Z,HUMBERSIDE,ENGLAND,HERRING_GULL,gulls/terns,Charadriiformes,SE9482225945,494822,425945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002198,AV000095-22,CANADA_GOOSE,Positive,H5N1,2022-01-06T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0661983879,406619,283879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002199,AV000095-22,CANADA_GOOSE,Positive,H5N1,2022-01-06T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0661983879,406619,283879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVA-22-002200,AV000095-22,CANADA_GOOSE,Positive,H5N1,2022-01-06T00:00:00Z,West Midlands,England,CANADA_GOOSE,ducks/geese/swans,Anseriformes,SP0661983879,406619,283879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
